location,date,mort
BE254,2017-06-21,4
BE254,2017-06-22,9
BE254,2017-06-23,7
BE254,2017-06-24,3
BE254,2017-06-25,6
BE254,2017-06-26,4
BE254,2017-06-27,8
BE254,2017-06-28,10
BE254,2017-06-29,8
BE254,2017-06-30,9
BE254,2017-07-01,6
BE254,2017-07-02,4
BE254,2017-07-03,8
BE254,2017-07-04,7
BE254,2017-07-05,4
BE254,2017-07-06,9
BE254,2017-07-07,9
BE254,2017-07-08,13
BE254,2017-07-09,4
BE254,2017-07-10,11
BE254,2017-07-11,7
BE254,2017-07-12,13
BE254,2017-07-13,5
BE254,2017-07-14,9
BE254,2017-07-15,9
BE254,2017-07-16,7
BE254,2017-07-17,6
BE254,2017-07-18,9
BE254,2017-07-19,7
BE254,2017-07-20,10
BE254,2017-07-21,5
BE254,2017-07-22,5
BE254,2017-07-23,6
BE254,2017-07-24,5
BE254,2017-07-25,10
BE254,2017-07-26,7
BE254,2017-07-27,5
BE254,2017-07-28,9
BE254,2017-07-29,10
BE254,2017-07-30,8
BE254,2017-07-31,5
BE254,2017-08-01,5
BE254,2017-08-02,3
BE254,2017-08-03,5
BE254,2017-08-04,10
BE254,2017-08-05,4
BE254,2017-08-06,5
BE254,2017-08-07,6
BE254,2017-08-08,7
BE254,2017-08-09,9
BE254,2017-08-10,7
BE254,2017-08-11,5
BE254,2017-08-12,8
BE254,2017-08-13,10
BE254,2017-08-14,9
BE254,2017-08-15,11
BE254,2017-08-16,3
BE254,2017-08-17,4
BE254,2017-08-18,7
BE254,2017-08-19,6
BE254,2017-08-20,7
BE254,2017-08-21,3
BE254,2017-08-22,8
BE254,2017-08-23,8
BE254,2017-08-24,11
BE254,2017-08-25,5
BE254,2017-08-26,10
BE254,2017-08-27,9
BE254,2017-08-28,9
BE254,2017-08-29,8
BE254,2017-08-30,8
BE254,2017-08-31,6
BE254,2017-09-01,5
BE254,2017-09-02,10
BE254,2017-09-03,6
BE254,2017-09-04,9
BE254,2017-09-05,5
BE254,2017-09-06,3
BE254,2017-09-07,4
BE254,2017-09-08,5
BE254,2017-09-09,5
BE254,2017-09-10,8
BE254,2017-09-11,2
BE254,2017-09-12,6
BE254,2017-09-13,8
BE254,2017-09-14,7
BE254,2017-09-15,9
BE254,2017-09-16,6
BE254,2017-09-17,4
BE254,2017-09-18,7
BE254,2017-09-19,8
BE254,2017-09-20,6
BE254,2017-09-21,8
BE254,2017-09-22,8
BE254,2017-09-23,7
BE254,2017-09-24,6
BE254,2017-09-25,7
BE254,2017-09-26,7
BE254,2017-09-27,5
BE254,2017-09-28,7
BE254,2017-09-29,6
BE254,2017-09-30,7
BE254,2017-10-01,9
BE254,2017-10-02,9
BE254,2017-10-03,14
BE254,2017-10-04,6
BE254,2017-10-05,3
BE254,2017-10-06,12
BE254,2017-10-07,8
BE254,2017-10-08,7
BE254,2017-10-09,8
BE254,2017-10-10,13
BE254,2017-10-11,6
BE254,2017-10-12,15
BE254,2017-10-13,11
BE254,2017-10-14,5
BE254,2017-10-15,8
BE254,2017-10-16,8
BE254,2017-10-17,8
BE254,2017-10-18,8
BE254,2017-10-19,10
BE254,2017-10-20,7
BE254,2017-10-21,8
BE254,2017-10-22,4
BE254,2017-10-23,5
BE254,2017-10-24,7
BE254,2017-10-25,7
BE254,2017-10-26,7
BE254,2017-10-27,4
BE254,2017-10-28,5
BE254,2017-10-29,4
BE254,2017-10-30,10
BE254,2017-10-31,6
BE254,2017-11-01,5
BE254,2017-11-02,12
BE254,2017-11-03,5
BE254,2017-11-04,12
BE254,2017-11-05,7
BE254,2017-11-06,3
BE254,2017-11-07,4
BE254,2017-11-08,14
BE254,2017-11-09,8
BE254,2017-11-10,6
BE254,2017-11-11,9
BE254,2017-11-12,9
BE254,2017-11-13,12
BE254,2017-11-14,12
BE254,2017-11-15,9
BE254,2017-11-16,8
BE254,2017-11-17,11
BE254,2017-11-18,12
BE254,2017-11-19,7
BE254,2017-11-20,10
BE254,2017-11-21,6
BE254,2017-11-22,14
BE254,2017-11-23,12
BE254,2017-11-24,7
BE254,2017-11-25,9
BE254,2017-11-26,10
BE254,2017-11-27,7
BE254,2017-11-28,13
BE254,2017-11-29,9
BE254,2017-11-30,3
BE254,2017-12-01,5
BE254,2017-12-02,12
BE254,2017-12-03,5
BE254,2017-12-04,9
BE254,2017-12-05,5
BE254,2017-12-06,8
BE254,2017-12-07,8
BE254,2017-12-08,6
BE254,2017-12-09,9
BE254,2017-12-10,6
BE254,2017-12-11,9
BE254,2017-12-12,10
BE254,2017-12-13,9
BE254,2017-12-14,8
BE254,2017-12-15,8
BE254,2017-12-16,14
BE254,2017-12-17,9
BE254,2017-12-18,14
BE254,2017-12-19,8
BE254,2017-12-20,9
BE254,2017-12-21,6
BE254,2017-12-22,6
BE254,2017-12-23,7
BE254,2017-12-24,9
BE254,2017-12-25,4
BE254,2017-12-26,8
BE254,2017-12-27,7
BE254,2017-12-28,8
BE254,2017-12-29,12
BE254,2017-12-30,13
BE254,2017-12-31,8
BE254,2018-01-01,6
BE254,2018-01-02,10
BE254,2018-01-03,7
BE254,2018-01-04,9
BE254,2018-01-05,8
BE254,2018-01-06,12
BE254,2018-01-07,5
BE254,2018-01-08,10
BE254,2018-01-09,2
BE254,2018-01-10,8
BE254,2018-01-11,8
BE254,2018-01-12,10
BE254,2018-01-13,6
BE254,2018-01-14,11
BE254,2018-01-15,11
BE254,2018-01-16,11
BE254,2018-01-17,7
BE254,2018-01-18,7
BE254,2018-01-19,6
BE254,2018-01-20,7
BE254,2018-01-21,13
BE254,2018-01-22,8
BE254,2018-01-23,7
BE254,2018-01-24,7
BE254,2018-01-25,11
BE254,2018-01-26,8
BE254,2018-01-27,6
BE254,2018-01-28,10
BE254,2018-01-29,7
BE254,2018-01-30,13
BE254,2018-01-31,8
BE254,2018-02-01,8
BE254,2018-02-02,7
BE254,2018-02-03,5
BE254,2018-02-04,15
BE254,2018-02-05,4
BE254,2018-02-06,12
BE254,2018-02-07,12
BE254,2018-02-08,11
BE254,2018-02-09,10
BE254,2018-02-10,16
BE254,2018-02-11,4
BE254,2018-02-12,9
BE254,2018-02-13,12
BE254,2018-02-14,9
BE254,2018-02-15,13
BE254,2018-02-16,10
BE254,2018-02-17,12
BE254,2018-02-18,9
BE254,2018-02-19,12
BE254,2018-02-20,13
BE254,2018-02-21,10
BE254,2018-02-22,12
BE254,2018-02-23,6
BE254,2018-02-24,18
BE254,2018-02-25,10
BE254,2018-02-26,12
BE254,2018-02-27,9
BE254,2018-02-28,8
BE254,2018-03-01,18
BE254,2018-03-02,11
BE254,2018-03-03,8
BE254,2018-03-04,12
BE254,2018-03-05,10
BE254,2018-03-06,12
BE254,2018-03-07,5
BE254,2018-03-08,10
BE254,2018-03-09,11
BE254,2018-03-10,13
BE254,2018-03-11,10
BE254,2018-03-12,13
BE254,2018-03-13,12
BE254,2018-03-14,8
BE254,2018-03-15,11
BE254,2018-03-16,13
BE254,2018-03-17,12
BE254,2018-03-18,9
BE254,2018-03-19,12
BE254,2018-03-20,12
BE254,2018-03-21,7
BE254,2018-03-22,13
BE254,2018-03-23,8
BE254,2018-03-24,11
BE254,2018-03-25,8
BE254,2018-03-26,6
BE254,2018-03-27,9
BE254,2018-03-28,14
BE254,2018-03-29,8
BE254,2018-03-30,7
BE254,2018-03-31,6
BE254,2018-04-01,11
BE254,2018-04-02,15
BE254,2018-04-03,5
BE254,2018-04-04,4
BE254,2018-04-05,10
BE254,2018-04-06,5
BE254,2018-04-07,9
BE254,2018-04-08,8
BE254,2018-04-09,11
BE254,2018-04-10,5
BE254,2018-04-11,12
BE254,2018-04-12,12
BE254,2018-04-13,5
BE254,2018-04-14,10
BE254,2018-04-15,5
BE254,2018-04-16,8
BE254,2018-04-17,11
BE254,2018-04-18,7
BE254,2018-04-19,9
BE254,2018-04-20,8
BE254,2018-04-21,9
BE254,2018-04-22,11
BE254,2018-04-23,8
BE254,2018-04-24,14
BE254,2018-04-25,6
BE254,2018-04-26,8
BE254,2018-04-27,5
BE254,2018-04-28,7
BE254,2018-04-29,4
BE254,2018-04-30,4
BE254,2018-05-01,7
BE254,2018-05-02,13
BE254,2018-05-03,8
BE254,2018-05-04,8
BE254,2018-05-05,6
BE254,2018-05-06,5
BE254,2018-05-07,3
BE254,2018-05-08,9
BE254,2018-05-09,9
BE254,2018-05-10,4
BE254,2018-05-11,8
BE254,2018-05-12,7
BE254,2018-05-13,5
BE254,2018-05-14,6
BE254,2018-05-15,8
BE254,2018-05-16,9
BE254,2018-05-17,8
BE254,2018-05-18,5
BE254,2018-05-19,7
BE254,2018-05-20,5
BE254,2018-05-21,5
BE254,2018-05-22,12
BE254,2018-05-23,12
BE254,2018-05-24,9
BE254,2018-05-25,8
BE254,2018-05-26,7
BE254,2018-05-27,5
BE254,2018-05-28,8
BE254,2018-05-29,6
BE254,2018-05-30,7
BE254,2018-05-31,3
BE254,2018-06-01,6
BE254,2018-06-02,7
BE254,2018-06-03,2
BE254,2018-06-04,5
BE254,2018-06-05,11
BE254,2018-06-06,4
BE254,2018-06-07,6
BE254,2018-06-08,10
BE254,2018-06-09,6
BE254,2018-06-10,4
BE254,2018-06-11,6
BE254,2018-06-12,8
BE254,2018-06-13,8
BE254,2018-06-14,3
BE254,2018-06-15,7
BE254,2018-06-16,8
BE254,2018-06-17,4
BE254,2018-06-18,4
BE254,2018-06-19,11
BE254,2018-06-20,14
BE254,2018-06-21,8
BE254,2018-06-22,7
BE254,2018-06-23,7
BE254,2018-06-24,5
BE254,2018-06-25,10
BE254,2018-06-26,10
BE254,2018-06-27,5
BE254,2018-06-28,6
BE254,2018-06-29,9
BE254,2018-06-30,8
BE254,2018-07-01,5
BE254,2018-07-02,6
BE254,2018-07-03,8
BE254,2018-07-04,12
BE254,2018-07-05,7
BE254,2018-07-06,13
BE254,2018-07-07,8
BE254,2018-07-08,8
BE254,2018-07-09,4
BE254,2018-07-10,6
BE254,2018-07-11,7
BE254,2018-07-12,2
BE254,2018-07-13,8
BE254,2018-07-14,7
BE254,2018-07-15,8
BE254,2018-07-16,5
BE254,2018-07-17,11
BE254,2018-07-18,10
BE254,2018-07-19,5
BE254,2018-07-20,8
BE254,2018-07-21,6
BE254,2018-07-22,16
BE254,2018-07-23,10
BE254,2018-07-24,9
BE254,2018-07-25,2
BE254,2018-07-26,11
BE254,2018-07-27,7
BE254,2018-07-28,6
BE254,2018-07-29,9
BE254,2018-07-30,8
BE254,2018-07-31,7
BE254,2018-08-01,2
BE254,2018-08-02,5
BE254,2018-08-03,10
BE254,2018-08-04,11
BE254,2018-08-05,6
BE254,2018-08-06,6
BE254,2018-08-07,7
BE254,2018-08-08,5
BE254,2018-08-09,13
BE254,2018-08-10,7
BE254,2018-08-11,7
BE254,2018-08-12,4
BE254,2018-08-13,9
BE254,2018-08-14,4
BE254,2018-08-15,11
BE254,2018-08-16,5
BE254,2018-08-17,6
BE254,2018-08-18,6
BE254,2018-08-19,12
BE254,2018-08-20,5
BE254,2018-08-21,5
BE254,2018-08-22,5
BE254,2018-08-23,2
BE254,2018-08-24,5
BE254,2018-08-25,10
BE254,2018-08-26,12
BE254,2018-08-27,9
BE254,2018-08-28,3
BE254,2018-08-29,6
BE254,2018-08-30,3
BE254,2018-08-31,6
BE254,2018-09-01,10
BE254,2018-09-02,7
BE254,2018-09-03,7
BE254,2018-09-04,10
BE254,2018-09-05,4
BE254,2018-09-06,4
BE254,2018-09-07,9
BE254,2018-09-08,9
BE254,2018-09-09,3
BE254,2018-09-10,11
BE254,2018-09-11,6
BE254,2018-09-12,6
BE254,2018-09-13,9
BE254,2018-09-14,11
BE254,2018-09-15,9
BE254,2018-09-16,7
BE254,2018-09-17,7
BE254,2018-09-18,8
BE254,2018-09-19,3
BE254,2018-09-20,5
BE254,2018-09-21,9
BE254,2018-09-22,9
BE254,2018-09-23,7
BE254,2018-09-24,9
BE254,2018-09-25,9
BE254,2018-09-26,5
BE254,2018-09-27,9
BE254,2018-09-28,6
BE254,2018-09-29,7
BE254,2018-09-30,3
BE254,2018-10-01,11
BE254,2018-10-02,5
BE254,2018-10-03,7
BE254,2018-10-04,5
BE254,2018-10-05,8
BE254,2018-10-06,13
BE254,2018-10-07,5
BE254,2018-10-08,5
BE254,2018-10-09,10
BE254,2018-10-10,8
BE254,2018-10-11,8
BE254,2018-10-12,5
BE254,2018-10-13,11
BE254,2018-10-14,4
BE254,2018-10-15,10
BE254,2018-10-16,10
BE254,2018-10-17,11
BE254,2018-10-18,5
BE254,2018-10-19,8
BE254,2018-10-20,7
BE254,2018-10-21,9
BE254,2018-10-22,9
BE254,2018-10-23,5
BE254,2018-10-24,6
BE254,2018-10-25,6
BE254,2018-10-26,7
BE254,2018-10-27,5
BE254,2018-10-28,7
BE254,2018-10-29,11
BE254,2018-10-30,6
BE254,2018-10-31,6
BE254,2018-11-01,12
BE254,2018-11-02,9
BE254,2018-11-03,3
BE254,2018-11-04,9
BE254,2018-11-05,16
BE254,2018-11-06,14
BE254,2018-11-07,9
BE254,2018-11-08,6
BE254,2018-11-09,10
BE254,2018-11-10,10
BE254,2018-11-11,6
BE254,2018-11-12,9
BE254,2018-11-13,14
BE254,2018-11-14,4
BE254,2018-11-15,6
BE254,2018-11-16,10
BE254,2018-11-17,6
BE254,2018-11-18,4
BE254,2018-11-19,9
BE254,2018-11-20,9
BE254,2018-11-21,9
BE254,2018-11-22,12
BE254,2018-11-23,11
BE254,2018-11-24,9
BE254,2018-11-25,9
BE254,2018-11-26,5
BE254,2018-11-27,6
BE254,2018-11-28,6
BE254,2018-11-29,8
BE254,2018-11-30,9
BE254,2018-12-01,8
BE254,2018-12-02,7
BE254,2018-12-03,12
BE254,2018-12-04,7
BE254,2018-12-05,4
BE254,2018-12-06,8
BE254,2018-12-07,9
BE254,2018-12-08,6
BE254,2018-12-09,10
BE254,2018-12-10,9
BE254,2018-12-11,14
BE254,2018-12-12,8
BE254,2018-12-13,10
BE254,2018-12-14,10
BE254,2018-12-15,8
BE254,2018-12-16,3
BE254,2018-12-17,5
BE254,2018-12-18,4
BE254,2018-12-19,12
BE254,2018-12-20,15
BE254,2018-12-21,11
BE254,2018-12-22,12
BE254,2018-12-23,5
BE254,2018-12-24,13
BE254,2018-12-25,5
BE254,2018-12-26,12
BE254,2018-12-27,8
BE254,2018-12-28,7
BE254,2018-12-29,8
BE254,2018-12-30,4
BE254,2018-12-31,8
BE254,2019-01-01,10
BE254,2019-01-02,9
BE254,2019-01-03,13
BE254,2019-01-04,7
BE254,2019-01-05,11
BE254,2019-01-06,6
BE254,2019-01-07,10
BE254,2019-01-08,11
BE254,2019-01-09,8
BE254,2019-01-10,6
BE254,2019-01-11,13
BE254,2019-01-12,11
BE254,2019-01-13,6
BE254,2019-01-14,10
BE254,2019-01-15,13
BE254,2019-01-16,15
BE254,2019-01-17,10
BE254,2019-01-18,10
BE254,2019-01-19,10
BE254,2019-01-20,9
BE254,2019-01-21,5
BE254,2019-01-22,8
BE254,2019-01-23,12
BE254,2019-01-24,4
BE254,2019-01-25,7
BE254,2019-01-26,8
BE254,2019-01-27,7
BE254,2019-01-28,8
BE254,2019-01-29,5
BE254,2019-01-30,8
BE254,2019-01-31,10
BE254,2019-02-01,8
BE254,2019-02-02,17
BE254,2019-02-03,13
BE254,2019-02-04,6
BE254,2019-02-05,10
BE254,2019-02-06,7
BE254,2019-02-07,11
BE254,2019-02-08,8
BE254,2019-02-09,8
BE254,2019-02-10,9
BE254,2019-02-11,7
BE254,2019-02-12,10
BE254,2019-02-13,12
BE254,2019-02-14,7
BE254,2019-02-15,5
BE254,2019-02-16,9
BE254,2019-02-17,6
BE254,2019-02-18,8
BE254,2019-02-19,11
BE254,2019-02-20,8
BE254,2019-02-21,9
BE254,2019-02-22,12
BE254,2019-02-23,10
BE254,2019-02-24,7
BE254,2019-02-25,8
BE254,2019-02-26,11
BE254,2019-02-27,8
BE254,2019-02-28,8
BE254,2019-03-01,8
BE254,2019-03-02,7
BE254,2019-03-03,10
BE254,2019-03-04,6
BE254,2019-03-05,14
BE254,2019-03-06,5
BE254,2019-03-07,7
BE254,2019-03-08,8
BE254,2019-03-09,11
BE254,2019-03-10,7
BE254,2019-03-11,1
BE254,2019-03-12,5
BE254,2019-03-13,16
BE254,2019-03-14,13
BE254,2019-03-15,7
BE254,2019-03-16,7
BE254,2019-03-17,6
BE254,2019-03-18,3
BE254,2019-03-19,11
BE254,2019-03-20,6
BE254,2019-03-21,14
BE254,2019-03-22,7
BE254,2019-03-23,11
BE254,2019-03-24,5
BE254,2019-03-25,8
BE254,2019-03-26,9
BE254,2019-03-27,6
BE254,2019-03-28,6
BE254,2019-03-29,8
BE254,2019-03-30,8
BE254,2019-03-31,7
BE254,2019-04-01,10
BE254,2019-04-02,9
BE254,2019-04-03,8
BE254,2019-04-04,20
BE254,2019-04-05,7
BE254,2019-04-06,11
BE254,2019-04-07,7
BE254,2019-04-08,2
BE254,2019-04-09,4
BE254,2019-04-10,8
BE254,2019-04-11,5
BE254,2019-04-12,8
BE254,2019-04-13,3
BE254,2019-04-14,5
BE254,2019-04-15,10
BE254,2019-04-16,15
BE254,2019-04-17,6
BE254,2019-04-18,7
BE254,2019-04-19,3
BE254,2019-04-20,8
BE254,2019-04-21,12
BE254,2019-04-22,4
BE254,2019-04-23,7
BE254,2019-04-24,8
BE254,2019-04-25,9
BE254,2019-04-26,4
BE254,2019-04-27,6
BE254,2019-04-28,10
BE254,2019-04-29,6
BE254,2019-04-30,10
BE254,2019-05-01,6
BE254,2019-05-02,8
BE254,2019-05-03,7
BE254,2019-05-04,5
BE254,2019-05-05,4
BE254,2019-05-06,7
BE254,2019-05-07,7
BE254,2019-05-08,14
BE254,2019-05-09,10
BE254,2019-05-10,10
BE254,2019-05-11,5
BE254,2019-05-12,7
BE254,2019-05-13,6
BE254,2019-05-14,8
BE254,2019-05-15,8
BE254,2019-05-16,6
BE254,2019-05-17,13
BE254,2019-05-18,9
BE254,2019-05-19,9
BE254,2019-05-20,9
BE254,2019-05-21,7
BE254,2019-05-22,4
BE254,2019-05-23,7
BE254,2019-05-24,8
BE254,2019-05-25,9
BE254,2019-05-26,3
BE254,2019-05-27,10
BE254,2019-05-28,9
BE254,2019-05-29,8
BE254,2019-05-30,9
BE254,2019-05-31,4
BE254,2019-06-01,8
BE254,2019-06-02,4
BE254,2019-06-03,4
BE254,2019-06-04,6
BE254,2019-06-05,12
BE254,2019-06-06,6
BE254,2019-06-07,8
BE254,2019-06-08,3
BE254,2019-06-09,11
BE254,2019-06-10,8
BE254,2019-06-11,5
BE254,2019-06-12,4
BE254,2019-06-13,6
BE254,2019-06-14,9
BE254,2019-06-15,12
BE254,2019-06-16,10
BE254,2019-06-17,10
BE254,2019-06-18,7
BE254,2019-06-19,6
BE254,2019-06-20,11
BE254,2019-06-21,5
BE254,2019-06-22,4
BE254,2019-06-23,9
BE254,2019-06-24,7
BE254,2019-06-25,5
BE254,2019-06-26,5
BE254,2019-06-27,5
BE254,2019-06-28,12
BE254,2019-06-29,3
BE254,2019-06-30,4
BE254,2019-07-01,7
BE254,2019-07-02,8
BE254,2019-07-03,11
BE254,2019-07-04,5
BE254,2019-07-05,9
BE254,2019-07-06,3
BE254,2019-07-07,9
BE254,2019-07-08,11
BE254,2019-07-09,6
BE254,2019-07-10,9
BE254,2019-07-11,9
BE254,2019-07-12,7
BE254,2019-07-13,13
BE254,2019-07-14,8
BE254,2019-07-15,8
BE254,2019-07-16,3
BE254,2019-07-17,11
BE254,2019-07-18,8
BE254,2019-07-19,11
BE254,2019-07-20,5
BE254,2019-07-21,6
BE254,2019-07-22,4
BE254,2019-07-23,8
BE254,2019-07-24,9
BE254,2019-07-25,14
BE254,2019-07-26,10
BE254,2019-07-27,6
BE254,2019-07-28,11
BE254,2019-07-29,5
BE254,2019-07-30,12
BE254,2019-07-31,12
BE254,2019-08-01,8
BE254,2019-08-02,9
BE254,2019-08-03,9
BE254,2019-08-04,6
BE254,2019-08-05,4
BE254,2019-08-06,10
BE254,2019-08-07,8
BE254,2019-08-08,4
BE254,2019-08-09,10
BE254,2019-08-10,6
BE254,2019-08-11,4
BE254,2019-08-12,5
BE254,2019-08-13,8
BE254,2019-08-14,4
BE254,2019-08-15,9
BE254,2019-08-16,2
BE254,2019-08-17,8
BE254,2019-08-18,6
BE254,2019-08-19,4
BE254,2019-08-20,6
BE254,2019-08-21,7
BE254,2019-08-22,11
BE254,2019-08-23,8
BE254,2019-08-24,6
BE254,2019-08-25,16
BE254,2019-08-26,11
BE254,2019-08-27,13
BE254,2019-08-28,3
BE254,2019-08-29,11
BE254,2019-08-30,4
BE254,2019-08-31,6
BE254,2019-09-01,3
BE254,2019-09-02,11
BE254,2019-09-03,5
BE254,2019-09-04,10
BE254,2019-09-05,5
BE254,2019-09-06,5
BE254,2019-09-07,6
BE254,2019-09-08,9
BE254,2019-09-09,7
BE254,2019-09-10,8
BE254,2019-09-11,8
BE254,2019-09-12,3
BE254,2019-09-13,5
BE254,2019-09-14,9
BE254,2019-09-15,8
BE254,2019-09-16,6
BE254,2019-09-17,9
BE254,2019-09-18,16
BE254,2019-09-19,8
BE254,2019-09-20,8
BE254,2019-09-21,4
BE254,2019-09-22,9
BE254,2019-09-23,9
BE254,2019-09-24,7
BE254,2019-09-25,9
BE254,2019-09-26,4
BE254,2019-09-27,11
BE254,2019-09-28,5
BE254,2019-09-29,7
BE254,2019-09-30,3
BE254,2019-10-01,5
BE254,2019-10-02,5
BE254,2019-10-03,7
BE254,2019-10-04,5
BE254,2019-10-05,6
BE254,2019-10-06,9
BE254,2019-10-07,8
BE254,2019-10-08,11
BE254,2019-10-09,2
BE254,2019-10-10,8
BE254,2019-10-11,7
BE254,2019-10-12,6
BE254,2019-10-13,6
BE254,2019-10-14,5
BE254,2019-10-15,9
BE254,2019-10-16,7
BE254,2019-10-17,7
BE254,2019-10-18,5
BE254,2019-10-19,10
BE254,2019-10-20,6
BE254,2019-10-21,8
BE254,2019-10-22,7
BE254,2019-10-23,8
BE254,2019-10-24,9
BE254,2019-10-25,6
BE254,2019-10-26,12
BE254,2019-10-27,7
BE254,2019-10-28,5
BE254,2019-10-29,9
BE254,2019-10-30,7
BE254,2019-10-31,2
BE254,2019-11-01,7
BE254,2019-11-02,10
BE254,2019-11-03,6
BE254,2019-11-04,6
BE254,2019-11-05,8
BE254,2019-11-06,6
BE254,2019-11-07,11
BE254,2019-11-08,3
BE254,2019-11-09,4
BE254,2019-11-10,7
BE254,2019-11-11,5
BE254,2019-11-12,8
BE254,2019-11-13,6
BE254,2019-11-14,8
BE254,2019-11-15,13
BE254,2019-11-16,4
BE254,2019-11-17,6
BE254,2019-11-18,4
BE254,2019-11-19,8
BE254,2019-11-20,12
BE254,2019-11-21,9
BE254,2019-11-22,7
BE254,2019-11-23,6
BE254,2019-11-24,5
BE254,2019-11-25,4
BE254,2019-11-26,8
BE254,2019-11-27,4
BE254,2019-11-28,10
BE254,2019-11-29,9
BE254,2019-11-30,6
BE254,2019-12-01,6
BE254,2019-12-02,9
BE254,2019-12-03,5
BE254,2019-12-04,9
BE254,2019-12-05,9
BE254,2019-12-06,14
BE254,2019-12-07,8
BE254,2019-12-08,13
BE254,2019-12-09,7
BE254,2019-12-10,18
BE254,2019-12-11,13
BE254,2019-12-12,6
BE254,2019-12-13,6
BE254,2019-12-14,8
BE254,2019-12-15,6
BE254,2019-12-16,7
BE254,2019-12-17,11
BE254,2019-12-18,5
BE254,2019-12-19,11
BE254,2019-12-20,4
BE254,2019-12-21,8
BE254,2019-12-22,10
BE254,2019-12-23,9
BE254,2019-12-24,12
BE254,2019-12-25,6
BE254,2019-12-26,9
BE254,2019-12-27,14
BE254,2019-12-28,5
BE254,2019-12-29,8
BE254,2019-12-30,8
BE254,2019-12-31,9
BE310,2015-01-01,15
BE310,2015-01-02,8
BE310,2015-01-03,16
BE310,2015-01-04,12
BE310,2015-01-05,14
BE310,2015-01-06,13
BE310,2015-01-07,9
BE310,2015-01-08,16
BE310,2015-01-09,14
BE310,2015-01-10,7
BE310,2015-01-11,8
BE310,2015-01-12,14
BE310,2015-01-13,13
BE310,2015-01-14,12
BE310,2015-01-15,10
BE310,2015-01-16,14
BE310,2015-01-17,16
BE310,2015-01-18,10
BE310,2015-01-19,12
BE310,2015-01-20,8
BE310,2015-01-21,22
BE310,2015-01-22,12
BE310,2015-01-23,7
BE310,2015-01-24,6
BE310,2015-01-25,8
BE310,2015-01-26,15
BE310,2015-01-27,15
BE310,2015-01-28,13
BE310,2015-01-29,14
BE310,2015-01-30,8
BE310,2015-01-31,16
BE310,2015-02-01,9
BE310,2015-02-02,13
BE310,2015-02-03,11
BE310,2015-02-04,6
BE310,2015-02-05,17
BE310,2015-02-06,17
BE310,2015-02-07,17
BE310,2015-02-08,11
BE310,2015-02-09,16
BE310,2015-02-10,19
BE310,2015-02-11,15
BE310,2015-02-12,21
BE310,2015-02-13,22
BE310,2015-02-14,18
BE310,2015-02-15,7
BE310,2015-02-16,17
BE310,2015-02-17,12
BE310,2015-02-18,13
BE310,2015-02-19,16
BE310,2015-02-20,17
BE310,2015-02-21,9
BE310,2015-02-22,11
BE310,2015-02-23,16
BE310,2015-02-24,16
BE310,2015-02-25,15
BE310,2015-02-26,15
BE310,2015-02-27,13
BE310,2015-02-28,13
BE310,2015-03-01,16
BE310,2015-03-02,9
BE310,2015-03-03,6
BE310,2015-03-04,9
BE310,2015-03-05,6
BE310,2015-03-06,10
BE310,2015-03-07,5
BE310,2015-03-08,16
BE310,2015-03-09,11
BE310,2015-03-10,10
BE310,2015-03-11,10
BE310,2015-03-12,13
BE310,2015-03-13,14
BE310,2015-03-14,14
BE310,2015-03-15,9
BE310,2015-03-16,9
BE310,2015-03-17,14
BE310,2015-03-18,14
BE310,2015-03-19,9
BE310,2015-03-20,10
BE310,2015-03-21,15
BE310,2015-03-22,8
BE310,2015-03-23,10
BE310,2015-03-24,14
BE310,2015-03-25,10
BE310,2015-03-26,9
BE310,2015-03-27,12
BE310,2015-03-28,9
BE310,2015-03-29,13
BE310,2015-03-30,12
BE310,2015-03-31,13
BE310,2015-04-01,6
BE310,2015-04-02,6
BE310,2015-04-03,16
BE310,2015-04-04,7
BE310,2015-04-05,11
BE310,2015-04-06,5
BE310,2015-04-07,11
BE310,2015-04-08,8
BE310,2015-04-09,8
BE310,2015-04-10,9
BE310,2015-04-11,10
BE310,2015-04-12,6
BE310,2015-04-13,14
BE310,2015-04-14,12
BE310,2015-04-15,14
BE310,2015-04-16,14
BE310,2015-04-17,9
BE310,2015-04-18,8
BE310,2015-04-19,6
BE310,2015-04-20,10
BE310,2015-04-21,3
BE310,2015-04-22,10
BE310,2015-04-23,9
BE310,2015-04-24,6
BE310,2015-04-25,7
BE310,2015-04-26,4
BE310,2015-04-27,11
BE310,2015-04-28,10
BE310,2015-04-29,14
BE310,2015-04-30,11
BE310,2015-05-01,3
BE310,2015-05-02,14
BE310,2015-05-03,13
BE310,2015-05-04,8
BE310,2015-05-05,8
BE310,2015-05-06,7
BE310,2015-05-07,9
BE310,2015-05-08,6
BE310,2015-05-09,10
BE310,2015-05-10,8
BE310,2015-05-11,12
BE310,2015-05-12,5
BE310,2015-05-13,5
BE310,2015-05-14,10
BE310,2015-05-15,9
BE310,2015-05-16,9
BE310,2015-05-17,10
BE310,2015-05-18,8
BE310,2015-05-19,10
BE310,2015-05-20,13
BE310,2015-05-21,6
BE310,2015-05-22,10
BE310,2015-05-23,11
BE310,2015-05-24,7
BE310,2015-05-25,9
BE310,2015-05-26,8
BE310,2015-05-27,10
BE310,2015-05-28,5
BE310,2015-05-29,7
BE310,2015-05-30,8
BE310,2015-05-31,7
BE310,2015-06-01,11
